round,test_acc,val_acc
0,0.505583,0.521947
1,0.538715,0.502863
2,0.590518,0.583969
3,0.4946,0.513359
4,0.584294,0.580153
5,0.564708,0.576336
6,0.614131,0.596374
7,0.548234,0.556298
8,0.671243,0.659351
9,0.704375,0.717557
10,0.723778,0.744275
11,0.74611,0.76145
12,0.783269,0.784351
13,0.786198,0.791031
14,0.799561,0.796756
15,0.803039,0.802481
16,0.806334,0.80916
17,0.812008,0.812023
18,0.813656,0.807252
19,0.814205,0.818702
