round,test_acc,val_acc
0,0.516749,0.502863
1,0.494051,0.467557
2,0.564342,0.549618
3,0.656233,0.669847
4,0.79773,0.801527
5,0.798462,0.811069
6,0.834157,0.842557
7,0.5054,0.486641
8,0.4946,0.513359
9,0.5054,0.486641
10,0.652023,0.638359
11,0.829947,0.835878
12,0.847703,0.852099
13,0.848069,0.851145
14,0.861981,0.866412
15,0.863994,0.864504
16,0.866374,0.866412
17,0.863811,0.857824
18,0.870218,0.873092
19,0.865275,0.869275
