line,round,phase,log
1255,0,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1259,0,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1263,0,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1267,0,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1271,0,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1275,0,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1433,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1437,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1441,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1445,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1449,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1453,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1457,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1461,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1465,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1469,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1473,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1477,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1481,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1485,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1489,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1493,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1497,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1501,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1505,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1509,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1513,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1517,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1521,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1525,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1529,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1533,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1537,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1541,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1545,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1549,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1553,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1557,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1561,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1565,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1569,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1573,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1577,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1582,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1587,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1591,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1595,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1599,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1603,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1607,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1611,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1615,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1619,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1623,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1627,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1631,1,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1791,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1795,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1799,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1803,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1807,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1811,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1815,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1819,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1823,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1827,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1831,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1835,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1839,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1843,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1847,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1851,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1855,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1859,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1863,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1867,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1871,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1875,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1879,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1883,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1887,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1891,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1895,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1900,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1905,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1909,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1913,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1917,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1921,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1925,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1929,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1933,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1937,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1941,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1945,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1949,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1953,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1957,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1961,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1965,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1969,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1973,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1977,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1981,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1985,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
1989,2,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2149,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2153,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2157,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2161,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2165,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2169,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2173,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2177,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2181,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2185,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2190,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2195,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2199,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2203,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2207,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2211,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2215,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2219,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2223,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2227,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2231,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2235,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2239,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2243,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2247,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2251,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2255,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2259,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2263,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2267,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2271,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2275,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2279,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2283,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2287,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2291,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2295,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2299,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2303,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2307,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2311,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2315,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2319,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2323,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2327,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2331,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2335,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2339,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2343,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2347,3,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2507,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2511,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2515,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2519,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2523,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2527,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2531,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2535,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2539,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2543,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2547,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2551,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2555,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2559,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2563,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2567,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2571,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2575,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2579,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2583,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2587,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2591,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2595,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2599,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2603,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2607,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2611,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2615,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2619,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2623,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2628,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2633,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2637,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2641,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2645,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2649,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2653,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2657,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2661,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2665,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2669,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2673,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2677,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2681,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2685,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2689,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2693,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2697,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2701,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2705,4,B,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2865,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2869,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2873,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2877,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2881,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2885,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2889,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2893,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2897,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2901,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2905,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2909,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2913,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2917,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2921,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2925,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2929,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2933,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2937,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2941,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2945,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2949,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2953,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2957,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2961,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2965,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2969,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2973,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2977,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2981,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2985,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2989,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2993,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
2997,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
3001,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
3006,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
3011,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
3015,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
3019,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
3023,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
3027,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
3031,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
3035,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
3039,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
3043,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
3047,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
3051,5,A,results/overnight_proxy_phase_bba_orth_a_c50_r4_lr1e-2_seed1.log
