line,round,client,train_acc,train_loss,train_avg_loss,train_total,log
1212,0,35,0.53125,448.947336,0.70148,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1216,0,19,0.492188,447.771986,0.699644,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1220,0,21,0.479687,449.542955,0.702411,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1224,0,26,0.459375,451.818285,0.705966,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1228,0,7,0.482812,448.487059,0.700761,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1232,0,8,0.51875,444.2761,0.694181,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1236,0,48,0.475,447.308147,0.698919,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1240,0,2,0.496875,448.490993,0.700767,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1244,0,17,0.520312,444.585447,0.694665,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1250,0,1,0.50625,445.882282,0.696691,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1255,0,16,0.473438,445.982443,0.696848,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1259,0,6,0.51875,445.178286,0.695591,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1263,0,12,0.521875,444.286188,0.694197,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1267,0,10,0.521875,445.543137,0.696161,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1271,0,9,0.504687,445.31599,0.695806,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1275,0,13,0.5125,448.471889,0.700737,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1279,0,44,0.5,448.589228,0.700921,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1283,0,38,0.490625,448.548107,0.700856,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1442,1,18,0.526563,445.50127,0.696096,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1447,1,29,0.492188,449.390005,0.702172,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1451,1,44,0.489063,446.08662,0.69701,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1455,1,14,0.5125,445.837097,0.69662,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1459,1,12,0.540625,440.220272,0.687844,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1463,1,21,0.484375,448.001085,0.700002,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1467,1,2,0.501563,446.566351,0.69776,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1471,1,43,0.50625,449.108042,0.701731,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1475,1,47,0.523438,447.955629,0.699931,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1479,1,40,0.525,445.332827,0.695833,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1483,1,41,0.50625,446.982809,0.698411,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1487,1,32,0.503125,445.053761,0.695397,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1491,1,15,0.470313,448.337296,0.700527,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1495,1,28,0.453125,445.893364,0.696708,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1499,1,39,0.495312,447.917463,0.699871,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1503,1,31,0.498437,445.791416,0.696549,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1507,1,11,0.525,447.972092,0.699956,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1511,1,3,0.517188,443.976772,0.693714,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1515,1,38,0.492188,449.805599,0.702821,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1519,1,30,0.540625,447.568001,0.699325,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1523,1,48,0.510938,445.734287,0.69646,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1527,1,20,0.517188,444.493771,0.694522,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1531,1,6,0.510938,445.930393,0.696766,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1535,1,37,0.523438,444.801914,0.695003,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1539,1,34,0.535937,445.754025,0.696491,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1543,1,33,0.5125,446.380987,0.69747,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1547,1,46,0.496875,447.450651,0.699142,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1551,1,10,0.514062,446.221964,0.697222,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1555,1,23,0.495312,445.97274,0.696832,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1559,1,9,0.504687,446.230097,0.697235,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1563,1,36,0.470313,447.61594,0.6994,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1567,1,42,0.5125,445.473589,0.696052,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1571,1,50,0.4875,446.781065,0.698095,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1575,1,24,0.523438,445.471128,0.696049,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1579,1,35,0.540625,443.097448,0.69234,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1583,1,26,0.526563,446.640905,0.697876,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1587,1,45,0.526563,444.362923,0.694317,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1593,1,1,0.520312,446.900486,0.698282,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1597,1,16,0.490625,450.45376,0.703834,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1602,1,19,0.504687,447.207613,0.698762,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1606,1,17,0.484375,451.422283,0.705347,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1610,1,27,0.510938,449.455555,0.702274,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1614,1,13,0.504687,444.797497,0.694996,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1618,1,25,0.517188,447.657877,0.699465,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1622,1,5,0.498437,451.509569,0.705484,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1626,1,49,0.50625,446.258213,0.697278,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1630,1,22,0.495312,445.152292,0.69555,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1634,1,7,0.53125,446.135918,0.697087,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1638,1,4,0.484375,448.670891,0.701048,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1642,1,8,0.540625,442.869286,0.691983,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1803,2,16,0.501563,448.481842,0.700753,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1808,2,33,0.509375,445.469398,0.696046,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1812,2,43,0.507812,445.450867,0.696017,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1816,2,27,0.460938,451.805283,0.705946,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1820,2,6,0.473438,448.98649,0.701541,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1824,2,35,0.510938,444.465282,0.694477,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1828,2,30,0.5375,443.793638,0.693428,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1832,2,20,0.507812,447.73761,0.69959,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1836,2,47,0.504687,444.032705,0.693801,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1840,2,38,0.514062,447.741108,0.699595,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1844,2,23,0.509375,447.71582,0.699556,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1848,2,15,0.514062,446.083086,0.697005,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1852,2,25,0.528125,444.27117,0.694174,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1856,2,4,0.509375,444.45685,0.694464,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1860,2,46,0.498437,445.01272,0.695332,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1864,2,39,0.495312,445.639902,0.696312,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1868,2,10,0.496875,447.227964,0.698794,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1872,2,2,0.532813,445.271105,0.695736,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1876,2,37,0.523438,442.212845,0.690958,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1880,2,44,0.4875,450.904015,0.704538,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1884,2,36,0.49375,448.982895,0.701536,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1888,2,32,0.509375,446.08674,0.697011,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1892,2,34,0.479687,448.74931,0.701171,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1896,2,18,0.471875,449.580549,0.70247,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1900,2,24,0.4875,450.071159,0.703236,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1904,2,11,0.492188,447.791044,0.699674,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1908,2,40,0.515625,444.641392,0.694752,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1914,2,1,0.521875,444.130283,0.693954,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1918,2,19,0.5,445.966608,0.696823,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1923,2,29,0.520312,443.671171,0.693236,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1927,2,17,0.479687,445.195156,0.695617,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1931,2,26,0.507812,446.647058,0.697886,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1935,2,5,0.510938,446.365709,0.697446,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1939,2,41,0.520312,443.264524,0.692601,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1943,2,31,0.490625,447.939112,0.699905,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1947,2,21,0.515625,445.448465,0.696013,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1951,2,45,0.539062,445.042957,0.69538,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1955,2,42,0.50625,449.374739,0.702148,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1959,2,9,0.498437,447.729954,0.699578,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1963,2,50,0.475,446.768911,0.698076,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1967,2,8,0.526563,444.444962,0.694445,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1971,2,12,0.517188,444.37104,0.69433,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1975,2,48,0.50625,447.093273,0.698583,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1979,2,28,0.504687,446.662573,0.69791,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1983,2,13,0.517188,444.236296,0.694119,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1987,2,3,0.507812,444.833155,0.695052,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1991,2,49,0.501563,445.652952,0.696333,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1995,2,22,0.479687,449.168184,0.701825,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
1999,2,7,0.489063,447.858929,0.69978,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2003,2,14,0.515625,443.973431,0.693708,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2164,3,19,0.515625,444.849485,0.695077,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2168,3,42,0.529687,445.169104,0.695577,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2173,3,17,0.526563,446.609615,0.697828,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2177,3,13,0.49375,449.874817,0.702929,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2181,3,24,0.54375,439.183937,0.686225,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2185,3,40,0.520312,445.116459,0.695494,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2189,3,28,0.514062,448.649683,0.701015,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2193,3,45,0.475,454.450644,0.710079,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2197,3,35,0.496875,450.369043,0.703702,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2201,3,4,0.495312,447.561893,0.699315,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2207,3,1,0.495312,450.573391,0.704021,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2212,3,37,0.5,445.955601,0.696806,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2216,3,48,0.501563,448.076664,0.70012,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2220,3,36,0.479687,448.363529,0.700568,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2224,3,2,0.501563,445.388802,0.69592,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2228,3,29,0.475,447.369452,0.699015,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2232,3,27,0.479687,448.635662,0.700993,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2236,3,9,0.467187,448.371895,0.700581,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2240,3,30,0.504687,445.326889,0.695823,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2244,3,5,0.526563,448.416843,0.700651,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2248,3,49,0.482812,446.993767,0.698428,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2252,3,8,0.521875,442.260324,0.691032,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2256,3,3,0.504687,448.733473,0.701146,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2260,3,10,0.510938,447.711761,0.69955,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2264,3,50,0.459375,451.092972,0.704833,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2268,3,25,0.515625,443.007668,0.692199,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2272,3,32,0.478125,448.70487,0.701101,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2276,3,7,0.490625,447.971701,0.699956,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2280,3,12,0.503125,446.571718,0.697768,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2284,3,31,0.53125,444.273912,0.694178,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2288,3,41,0.496875,446.876476,0.698244,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2292,3,47,0.490625,447.801668,0.69969,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2296,3,15,0.503125,445.791487,0.696549,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2300,3,44,0.501563,444.404871,0.694383,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2304,3,20,0.50625,445.845728,0.696634,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2308,3,39,0.475,450.970255,0.704641,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2312,3,22,0.471875,450.911413,0.704549,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2316,3,26,0.510938,444.472685,0.694489,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2320,3,33,0.492188,445.6467,0.696323,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2324,3,11,0.4875,449.199598,0.701874,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2328,3,46,0.5125,446.819252,0.698155,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2332,3,34,0.514062,445.683598,0.696381,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2336,3,14,0.515625,445.047295,0.695386,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2340,3,38,0.501563,445.076206,0.695432,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2344,3,23,0.475,447.622686,0.69941,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2348,3,21,0.503125,446.341419,0.697408,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2352,3,43,0.50625,445.85247,0.696644,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2356,3,18,0.507812,445.947861,0.696794,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2360,3,6,0.496875,448.718763,0.701123,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2364,3,16,0.525,445.221024,0.695658,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2525,4,43,0.509375,446.829025,0.69817,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2530,4,23,0.5375,441.614246,0.690022,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2534,4,44,0.5125,444.943855,0.695225,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2538,4,2,0.529687,442.720333,0.691751,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2542,4,7,0.45625,449.277954,0.701997,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2546,4,38,0.489063,447.606428,0.699385,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2550,4,27,0.504687,447.221321,0.698783,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
2554,4,50,0.509375,446.625872,0.697853,640,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed1.log
