round,test_acc,val_acc
0,0.5054,0.486641
1,0.488559,0.515267
2,0.548234,0.562023
3,0.500824,0.507634
4,0.505949,0.485687
5,0.5054,0.486641
6,0.498627,0.51813
7,0.491488,0.487595
8,0.510525,0.5
9,0.5054,0.486641
10,0.4946,0.513359
11,0.5054,0.486641
12,0.506315,0.486641
13,0.5054,0.486641
14,0.4946,0.513359
15,0.5054,0.486641
16,0.543291,0.534351
17,0.5054,0.486641
18,0.528098,0.503817
19,0.5054,0.486641
