round,test_acc,val_acc
0,0.5054,0.493321
1,0.514369,0.487595
2,0.5054,0.486641
3,0.507597,0.491412
4,0.640491,0.622137
5,0.772652,0.76813
6,0.79352,0.805344
7,0.793337,0.79771
8,0.812191,0.817748
9,0.838001,0.843511
10,0.840198,0.84542
11,0.838916,0.852099
12,0.847703,0.844466
13,0.85173,0.853053
14,0.855025,0.850191
15,0.857587,0.859733
16,0.857404,0.857824
17,0.858137,0.851145
18,0.861248,0.854008
19,0.861614,0.853053
