round,test_acc,val_acc
0,0.488376,0.498092
1,0.4946,0.513359
2,0.503753,0.499046
3,0.477576,0.48187
4,0.4946,0.513359
5,0.4946,0.513359
6,0.4946,0.513359
7,0.491488,0.514313
8,0.4946,0.513359
9,0.4946,0.513359
10,0.4946,0.513359
11,0.5054,0.486641
12,0.4946,0.513359
13,0.4946,0.513359
14,0.4946,0.513359
15,0.576789,0.552481
16,0.4946,0.513359
17,0.4946,0.513359
18,0.52883,0.502863
19,0.523522,0.501908
