line,log,kind,total_param_count,total_trainable_params,lora_product_norm,lora_A_norm,lora_A_params,lora_A_trainable_params,lora_B_norm,lora_B_params,lora_B_trainable_params,classifier_norm,classifier_params,classifier_trainable_params,round,phase,mode,update_lora_A_norm,update_lora_A_params,update_lora_B_norm,update_lora_B_params,update_classifier_norm,update_classifier_params,client,sample_size
1082,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_start,1331716,1257988,0.0,9.79795878,73728,0,0.0,73728,73728,21.77341507,1184260,1184260,0,B,rolora,,,,,,,,
1083,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_end,1331716,1257988,0.0134884,9.79795878,73728,0,0.0134884,73728,73728,21.77283405,1184260,1184260,0,B,rolora,0.0,0,0.0134884,73728,0.0373736,1184260,,
1086,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_start,1331716,1257988,0.0,9.79795878,73728,0,0.0,73728,73728,21.77341507,1184260,1184260,0,B,rolora,,,,,,,,
1087,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_end,1331716,1257988,0.01025991,9.79795878,73728,0,0.01025991,73728,73728,21.77292571,1184260,1184260,0,B,rolora,0.0,0,0.01025991,73728,0.02236596,1184260,,
1090,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_start,1331716,1257988,0.0,9.79795878,73728,0,0.0,73728,73728,21.77341507,1184260,1184260,0,B,rolora,,,,,,,,
1091,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_end,1331716,1257988,0.01694353,9.79795878,73728,0,0.01694353,73728,73728,21.77289797,1184260,1184260,0,B,rolora,0.0,0,0.01694353,73728,0.02823235,1184260,,
1094,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_start,1331716,1257988,0.0,9.79795878,73728,0,0.0,73728,73728,21.77341507,1184260,1184260,0,B,rolora,,,,,,,,
1095,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_end,1331716,1257988,0.01194688,9.79795878,73728,0,0.01194688,73728,73728,21.77286636,1184260,1184260,0,B,rolora,0.0,0,0.01194688,73728,0.02444795,1184260,,
1098,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_start,1331716,1257988,0.0,9.79795878,73728,0,0.0,73728,73728,21.77341507,1184260,1184260,0,B,rolora,,,,,,,,
1099,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_end,1331716,1257988,0.0138723,9.79795878,73728,0,0.0138723,73728,73728,21.77286259,1184260,1184260,0,B,rolora,0.0,0,0.0138723,73728,0.03650034,1184260,,
1102,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_start,1331716,1257988,0.0,9.79795878,73728,0,0.0,73728,73728,21.77341507,1184260,1184260,0,B,rolora,,,,,,,,
1103,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_end,1331716,1257988,0.01401029,9.79795878,73728,0,0.01401029,73728,73728,21.77288224,1184260,1184260,0,B,rolora,0.0,0,0.01401029,73728,0.03860385,1184260,,
1106,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_start,1331716,1257988,0.0,9.79795878,73728,0,0.0,73728,73728,21.77341507,1184260,1184260,0,B,rolora,,,,,,,,
1107,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_end,1331716,1257988,0.0158795,9.79795878,73728,0,0.0158795,73728,73728,21.77285626,1184260,1184260,0,B,rolora,0.0,0,0.0158795,73728,0.02790537,1184260,,
1110,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_start,1331716,1257988,0.0,9.79795878,73728,0,0.0,73728,73728,21.77341507,1184260,1184260,0,B,rolora,,,,,,,,
1111,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_end,1331716,1257988,0.01197954,9.79795878,73728,0,0.01197954,73728,73728,21.77291099,1184260,1184260,0,B,rolora,0.0,0,0.01197954,73728,0.03301561,1184260,,
1114,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_start,1331716,1257988,0.0,9.79795878,73728,0,0.0,73728,73728,21.77341507,1184260,1184260,0,B,rolora,,,,,,,,
1115,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_end,1331716,1257988,0.02109527,9.79795878,73728,0,0.02109527,73728,73728,21.77289046,1184260,1184260,0,B,rolora,0.0,0,0.02109527,73728,0.02479345,1184260,,
1118,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_start,1331716,1257988,0.0,9.79795878,73728,0,0.0,73728,73728,21.77341507,1184260,1184260,0,B,rolora,,,,,,,,
1119,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_end,1331716,1257988,0.01970993,9.79795878,73728,0,0.01970993,73728,73728,21.77292305,1184260,1184260,0,B,rolora,0.0,0,0.01970993,73728,0.02440977,1184260,,
1122,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_start,1331716,1257988,0.0,9.79795878,73728,0,0.0,73728,73728,21.77341507,1184260,1184260,0,B,rolora,,,,,,,,
1123,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_end,1331716,1257988,0.03409948,9.79795878,73728,0,0.03409948,73728,73728,21.77295294,1184260,1184260,0,B,rolora,0.0,0,0.03409948,73728,0.02727032,1184260,,
1126,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_start,1331716,1257988,0.0,9.79795878,73728,0,0.0,73728,73728,21.77341507,1184260,1184260,0,B,rolora,,,,,,,,
1127,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_end,1331716,1257988,0.02450185,9.79795878,73728,0,0.02450185,73728,73728,21.77284736,1184260,1184260,0,B,rolora,0.0,0,0.02450185,73728,0.03451999,1184260,,
1130,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_start,1331716,1257988,0.0,9.79795878,73728,0,0.0,73728,73728,21.77341507,1184260,1184260,0,B,rolora,,,,,,,,
1131,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_end,1331716,1257988,0.02783103,9.79795878,73728,0,0.02783103,73728,73728,21.77289922,1184260,1184260,0,B,rolora,0.0,0,0.02783103,73728,0.02267868,1184260,,
1134,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_start,1331716,1257988,0.0,9.79795878,73728,0,0.0,73728,73728,21.77341507,1184260,1184260,0,B,rolora,,,,,,,,
1135,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_end,1331716,1257988,0.01753,9.79795878,73728,0,0.01753,73728,73728,21.77279791,1184260,1184260,0,B,rolora,0.0,0,0.01753,73728,0.03872155,1184260,,
1138,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_start,1331716,1257988,0.0,9.79795878,73728,0,0.0,73728,73728,21.77341507,1184260,1184260,0,B,rolora,,,,,,,,
1139,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_end,1331716,1257988,0.01969185,9.79795878,73728,0,0.01969186,73728,73728,21.77290634,1184260,1184260,0,B,rolora,0.0,0,0.01969186,73728,0.02597845,1184260,,
1142,results/overnight_proxy_adaptive_refresh_orth_a_c50_r4_lr1e-2_seed0.log,fit_start,1331716,1257988,0.0,9.79795878,73728,0,0.0,73728,73728,21.77341507,1184260,1184260,0,B,rolora,,,,,,,,
