round,test_acc,val_acc
0,0.506498,0.486641
1,0.528647,0.523855
2,0.557752,0.554389
3,0.495149,0.513359
4,0.695222,0.719466
5,0.74611,0.747137
6,0.807066,0.822519
7,0.5054,0.486641
8,0.7635,0.763359
9,0.799927,0.812023
10,0.825554,0.835878
11,0.828483,0.833015
12,0.83855,0.853053
13,0.839282,0.849237
14,0.843493,0.857824
15,0.842211,0.848282
16,0.848618,0.854008
17,0.848069,0.858779
18,0.854109,0.86355
19,0.851547,0.858779
