line,round,client,train_acc,train_loss,train_avg_loss,train_total,log
1249,1,26,0.503125,445.422892,0.695973,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1250,1,13,0.504687,447.461029,0.699158,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1251,1,22,0.476562,449.334837,0.702086,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1252,1,4,0.482812,447.739178,0.699592,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1253,1,15,0.526563,448.217339,0.70034,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1254,1,49,0.482812,447.115459,0.698618,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1255,1,28,0.514062,449.577425,0.702465,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1256,1,19,0.465625,449.284136,0.702006,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1257,1,12,0.495312,449.938231,0.703028,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1258,1,36,0.476562,448.635992,0.700994,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1259,1,40,0.490625,446.725523,0.698009,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1260,1,2,0.4875,447.165993,0.698697,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1261,1,32,0.5,446.471462,0.697612,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1262,1,5,0.495312,446.076986,0.696995,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1263,1,16,0.473438,448.745733,0.701165,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1264,1,18,0.520312,447.460596,0.699157,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1265,1,41,0.496875,449.55471,0.702429,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1266,1,39,0.503125,446.802786,0.698129,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1267,1,6,0.5,449.226511,0.701916,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1268,1,37,0.485938,448.227556,0.700356,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1269,1,50,0.496875,448.105738,0.700165,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1270,1,1,0.503125,444.462881,0.694473,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1425,2,8,0.473438,448.955387,0.701493,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1426,2,25,0.520312,446.664091,0.697913,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1427,2,28,0.490625,447.211224,0.698768,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1428,2,49,0.514062,447.546181,0.699291,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1429,2,13,0.4625,452.149096,0.706483,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1430,2,6,0.495312,448.478861,0.700748,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1431,2,44,0.49375,447.804876,0.699695,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1432,2,23,0.526563,443.462767,0.692911,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1433,2,20,0.50625,444.860678,0.695095,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1434,2,27,0.517188,441.525137,0.689883,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1435,2,41,0.534375,444.828526,0.695045,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1436,2,47,0.53125,445.547001,0.696167,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1437,2,26,0.503125,446.368963,0.697452,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1438,2,16,0.475,449.604551,0.702507,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1439,2,7,0.476562,447.470991,0.699173,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1440,2,39,0.495312,447.483761,0.699193,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1441,2,17,0.4875,445.768274,0.696513,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1442,2,36,0.5,448.293592,0.700459,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1443,2,29,0.545312,447.157948,0.698684,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1444,2,9,0.498437,446.397024,0.697495,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1445,2,12,0.504687,445.566908,0.696198,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1446,2,38,0.5125,443.762617,0.693379,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1447,2,5,0.49375,449.642778,0.702567,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1448,2,2,0.496875,446.870907,0.698236,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1449,2,42,0.50625,445.057255,0.695402,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1450,2,34,0.50625,445.803905,0.696569,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1451,2,32,0.514062,447.152998,0.698677,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1452,2,18,0.459375,449.402428,0.702191,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1453,2,21,0.498437,447.486576,0.699198,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1454,2,33,0.475,448.9925,0.701551,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1455,2,15,0.520312,446.227272,0.69723,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1456,2,19,0.475,444.730318,0.694891,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1457,2,46,0.495312,448.300148,0.700469,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1458,2,31,0.521875,446.234636,0.697242,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1459,2,45,0.48125,446.755718,0.698056,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1460,2,3,0.49375,447.665485,0.699477,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1461,2,24,0.504687,444.440554,0.694438,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1462,2,11,0.520312,445.834103,0.696616,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1463,2,50,0.532813,443.720102,0.693313,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1464,2,10,0.484375,446.407553,0.697512,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1465,2,22,0.5,446.346766,0.697417,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1466,2,40,0.484375,448.847572,0.701324,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1467,2,14,0.503125,445.968082,0.696825,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1468,2,43,0.495312,445.391659,0.695924,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1469,2,48,0.5125,443.122145,0.692378,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1470,2,4,0.49375,447.859261,0.69978,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1471,2,30,0.503125,445.499512,0.696093,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1472,2,35,0.479687,445.567001,0.696198,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1473,2,37,0.5,446.291111,0.69733,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1474,2,1,0.509375,442.930496,0.692079,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1629,3,37,0.495312,445.646538,0.696323,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1630,3,13,0.501563,444.55887,0.694623,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1631,3,49,0.490625,447.199032,0.698748,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1632,3,24,0.50625,444.310757,0.694236,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1633,3,18,0.5,446.65143,0.697893,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1634,3,40,0.5125,447.231424,0.698799,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1635,3,21,0.528125,443.116547,0.69237,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1636,3,11,0.49375,446.353279,0.697427,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1637,3,30,0.517188,445.201607,0.695628,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1638,3,19,0.509375,443.14427,0.692413,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1639,3,8,0.509375,446.798346,0.698122,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1640,3,6,0.470313,451.068598,0.704795,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1641,3,7,0.496875,444.952515,0.695238,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1642,3,10,0.509375,447.627327,0.699418,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1643,3,16,0.528125,444.336912,0.694276,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1644,3,29,0.467187,448.230263,0.70036,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1645,3,36,0.496875,445.044527,0.695382,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1646,3,1,0.471875,452.150021,0.706484,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1647,3,42,0.515625,446.588194,0.697794,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1648,3,2,0.4875,447.19075,0.698736,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1649,3,48,0.485938,446.530209,0.697703,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1650,3,50,0.501563,447.312586,0.698926,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1651,3,46,0.495312,446.028757,0.69692,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1652,3,38,0.5375,442.950563,0.69211,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1653,3,22,0.514062,445.441612,0.696003,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1654,3,28,0.498437,446.398291,0.697497,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1884,3,17,0.53125,446.330767,0.697392,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1885,3,25,0.51875,444.662043,0.694784,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1886,3,34,0.514062,445.496042,0.696088,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1887,3,43,0.476562,448.985073,0.701539,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1888,3,26,0.492188,446.965235,0.698383,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1889,3,47,0.507812,444.954357,0.695241,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1890,3,23,0.507812,445.809517,0.696577,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1891,3,12,0.528125,443.519539,0.692999,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1892,3,39,0.514062,444.505951,0.694541,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1893,3,5,0.503125,447.325733,0.698946,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1894,3,33,0.49375,445.652279,0.696332,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1895,3,15,0.521875,443.809347,0.693452,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1896,3,4,0.5,446.60358,0.697818,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1897,3,3,0.504687,448.687363,0.701074,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1898,3,27,0.503125,445.434963,0.695992,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1899,3,45,0.498437,444.399176,0.694374,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1900,3,32,0.5125,444.334881,0.694273,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1901,3,20,0.5125,445.086472,0.695448,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1902,3,9,0.507812,445.655653,0.696337,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1903,3,41,0.520312,443.526779,0.693011,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1904,3,14,0.49375,449.221037,0.701908,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1905,3,44,0.476562,448.538971,0.700842,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1906,3,35,0.492188,446.284405,0.697319,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
1907,3,31,0.498437,445.133175,0.695521,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2062,4,5,0.526563,445.411198,0.695955,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2063,4,35,0.484375,447.061823,0.698534,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2064,4,50,0.478125,444.668152,0.694794,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2065,4,1,0.504687,444.241453,0.694127,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2066,4,49,0.521875,448.941978,0.701472,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2067,4,7,0.51875,446.179214,0.697155,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2068,4,29,0.504687,445.607729,0.696262,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2069,4,27,0.551562,442.369587,0.691202,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2070,4,14,0.496875,445.690926,0.696392,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2071,4,41,0.525,442.262657,0.691035,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2072,4,26,0.525,441.455673,0.689774,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2073,4,48,0.490625,449.078468,0.701685,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2074,4,43,0.495312,446.117565,0.697059,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2075,4,18,0.526563,444.149817,0.693984,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2076,4,28,0.528125,444.497686,0.694528,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2077,4,17,0.55625,442.389971,0.691234,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2078,4,10,0.470313,447.297857,0.698903,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2079,4,8,0.53125,444.404306,0.694382,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2080,4,31,0.54375,441.233303,0.689427,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2081,4,42,0.559375,437.158836,0.683061,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2082,4,15,0.53125,442.379089,0.691217,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2083,4,47,0.534375,442.433643,0.691303,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2084,4,22,0.567187,438.256838,0.684776,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2085,4,40,0.596875,437.083113,0.682942,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2086,4,20,0.610938,435.065248,0.679789,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2087,4,3,0.603125,428.828638,0.670045,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2088,4,9,0.615625,424.808077,0.663763,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2089,4,16,0.64375,426.791321,0.666861,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2090,4,37,0.679688,401.082136,0.626691,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2091,4,34,0.6625,402.263224,0.628536,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2092,4,38,0.676562,417.548382,0.652419,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2093,4,11,0.703125,386.382725,0.603723,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2094,4,21,0.703125,389.776733,0.609026,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2095,4,12,0.704688,381.479448,0.596062,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2096,4,33,0.75,365.770431,0.571516,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2097,4,24,0.740625,369.331551,0.577081,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2098,4,6,0.742188,353.907619,0.552981,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2099,4,23,0.728125,361.517696,0.564871,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2100,4,36,0.757812,348.067943,0.543856,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
2101,4,39,0.776563,333.726238,0.521447,640,results/overnight_proxy_orth_a_c50_r4_lr1e-2_seed0.log
