round,test_acc,val_acc
0,0.506315,0.487595
1,0.509976,0.528626
2,0.519129,0.541031
3,0.485448,0.523855
4,0.523522,0.524809
5,0.507414,0.486641
6,0.520959,0.546756
7,0.514735,0.489504
8,0.558118,0.570611
9,0.556837,0.592557
10,0.558118,0.584924
11,0.627494,0.641221
12,0.668131,0.68416
13,0.699433,0.697519
14,0.809262,0.817748
15,0.5054,0.520038
16,0.591067,0.589695
17,0.818049,0.834924
18,0.844408,0.842557
19,0.83434,0.835878
