round,test_acc,val_acc
0,0.519495,0.495229
1,0.50778,0.525763
2,0.511258,0.485687
3,0.5054,0.486641
4,0.558301,0.54771
5,0.626945,0.604962
6,0.81695,0.820611
7,0.82171,0.822519
8,0.832144,0.839695
9,0.85173,0.841603
10,0.851181,0.848282
11,0.855391,0.857824
12,0.862164,0.854962
13,0.866923,0.861641
14,0.86436,0.854008
15,0.876075,0.875
16,0.876442,0.872137
17,0.876991,0.875954
18,0.879919,0.870229
19,0.881018,0.870229
